2024-05-09 15:14:32.526 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:16:54.620 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:16:54.633 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:16:54.633 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:16:54.633 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:16:54.633 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:16:54.636 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:16:54.636 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:16:54.636 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:16:54.636 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:16:54.640 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:16:54.640 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:16:54.640 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:16:54.640 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:16:54.643 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:16:54.643 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:16:54.643 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:16:54.643 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:16:54.646 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:16:54.646 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:16:54.646 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:16:54.646 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:16:54.650 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:16:54.650 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:16:54.650 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:16:54.650 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:29.018 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:29.018 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:29.018 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:29.018 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:29.018 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:29.030 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:29.044 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:29.044 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:29.044 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:29.044 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:29.044 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:29.049 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:29.049 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:29.049 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:29.049 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:29.049 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:29.053 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:29.053 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:29.053 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:29.053 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:29.053 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:29.058 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:29.058 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:29.058 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:29.058 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:29.058 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:29.062 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:50.086 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:50.086 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:50.086 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:50.086 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:50.086 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:50.086 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:17:50.091 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:50.091 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:50.091 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:50.091 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:50.091 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:50.091 | INFO     | __main__:run_telemac2d:14 - Running steering_1.cas
2024-05-09 15:17:50.109 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:50.109 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:50.109 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:50.109 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:50.109 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:50.109 | INFO     | __main__:run_telemac2d:14 - Running steering_2.cas
2024-05-09 15:17:50.112 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:50.112 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:50.112 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:50.112 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:50.112 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:50.112 | INFO     | __main__:run_telemac2d:14 - Running steering_3.cas
2024-05-09 15:17:50.116 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:50.116 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:50.116 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:50.116 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:50.116 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:50.116 | INFO     | __main__:run_telemac2d:14 - Running steering_4.cas
2024-05-09 15:17:50.119 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:50.119 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:50.119 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:50.119 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:50.119 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:50.119 | INFO     | __main__:run_telemac2d:14 - Running steering_5.cas
2024-05-09 15:17:50.122 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:50.122 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:50.122 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:50.122 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:50.122 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:50.122 | INFO     | __main__:run_telemac2d:14 - Running steering_6.cas
2024-05-09 15:17:50.130 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:50.130 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:50.130 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:50.130 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:50.130 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:50.130 | INFO     | __main__:run_telemac2d:14 - Running steering_7.cas
2024-05-09 15:17:50.136 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:50.136 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:50.136 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:50.136 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:50.136 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:50.136 | INFO     | __main__:run_telemac2d:14 - Running steering_8.cas
2024-05-09 15:17:50.144 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:50.144 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:50.144 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:50.144 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:50.144 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:50.144 | INFO     | __main__:run_telemac2d:14 - Running steering_9.cas
2024-05-09 15:17:50.157 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:50.157 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:50.157 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:50.157 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:50.157 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:17:50.157 | INFO     | __main__:run_telemac2d:14 - Running steering_10.cas
2024-05-09 15:18:01.429 | INFO     | __main__:<module>:54 - Starting Telemac2D simulations...
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_1.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_2.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_3.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_4.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_5.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_6.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_7.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_8.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_9.cas
2024-05-09 15:18:01.445 | INFO     | __main__:run_telemac2d:26 - Running steering_10.cas
2024-05-09 15:18:39.154 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:18:39.154 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:18:39.154 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:18:39.154 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:18:39.154 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:18:39.154 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:18:39.154 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:18:52.196 | INFO     | __main__:<module>:53 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:22.402 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:33.740 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:28:51.858 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:37.499 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:29:54.987 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:31:37.094 | INFO     | __main__:<module>:5 - Starting Telemac2D simulations...
2024-05-09 15:35:57.544 | INFO     | __main__:<module>:57 - Starting Telemac2D simulations...
2024-05-09 15:36:32.259 | INFO     | __main__:<module>:55 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
2024-05-09 15:38:53.032 | INFO     | __main__:<module>:42 - Starting Telemac2D simulations...
