case_id,variable,type,mse,rmse,mae,r2,smape
26,H,field,0.0031202733516693115,0.055859407011436414,0.04491852596402168,0.9026893377304077,6.802903175354004
27,H,field,0.003157378174364567,0.05619055235859999,0.04416026920080185,0.799683690071106,39.089603424072266
28,H,field,0.0025252129416912794,0.050251496909955624,0.039788682013750076,0.9736517667770386,39.4339485168457
29,H,field,0.01503299456089735,0.12260911287868186,0.11222919076681137,0.6863997578620911,17.06044578552246
30,H,field,0.0763925313949585,0.2763919886591478,0.24728529155254364,-4.482632160186768,17.44309425354004
31,H,field,0.14666049182415009,0.3829627812518471,0.2797425389289856,0.2811233401298523,116.94108581542969
32,H,field,0.4209701716899872,0.6488221418000369,0.6430796384811401,-28.99615478515625,55.050106048583984
33,H,field,0.0021481469739228487,0.04634810647613178,0.03641829639673233,0.9369697570800781,40.3163948059082
34,H,field,0.03440532088279724,0.18548671349397844,0.171896293759346,0.8585327863693237,34.688846588134766
35,H,field,0.5055102109909058,0.7109924127519968,0.616142988204956,-1.0229284763336182,77.14979553222656
36,H,field,0.00573927816003561,0.0757580237336984,0.06397233158349991,0.6109052300453186,4.717597007751465
37,H,field,0.003234047908335924,0.056868690052927405,0.04405466839671135,0.9459587931632996,29.032590866088867
38,H,field,0.02146056853234768,0.14649426109014538,0.13045179843902588,0.5915412902832031,108.63056182861328
39,H,field,0.0023504893761128187,0.0484818458406115,0.03756238520145416,0.9157041311264038,8.9900541305542
40,H,field,0.017287392169237137,0.13148152786318365,0.12065549194812775,0.5951361060142517,25.139808654785156
41,H,field,0.0030716178007423878,0.055422177878015476,0.04484568163752556,0.9672542214393616,4.503481864929199
42,H,field,0.018849292770028114,0.137292726573654,0.11384071409702301,0.9306023120880127,14.943069458007812
43,H,field,0.004550733137875795,0.06745912197676304,0.05523932725191116,0.6304858922958374,4.523996829986572
44,H,field,0.012220676057040691,0.11054716666220211,0.10051769763231277,0.06368041038513184,6.233876705169678
45,H,field,0.0035873246379196644,0.05989427884130223,0.050847772508859634,0.9490782022476196,5.53268575668335
46,H,field,0.0027243869844824076,0.05219566059053576,0.03951007500290871,0.9096412658691406,7.008063793182373
47,H,field,0.0031493050046265125,0.05611866894916978,0.04355574771761894,0.936836838722229,23.87701416015625
48,H,field,0.014889371581375599,0.12202201269187293,0.09875801205635071,0.6367142200469971,65.02507019042969
49,H,field,0.006245885044336319,0.07903091195435062,0.06207330897450447,0.8062132000923157,50.75992965698242
50,H,field,0.00632838997989893,0.07955117836901557,0.06353810429573059,0.6394877433776855,11.22696304321289
51,H,field,0.0034612626768648624,0.058832496775717946,0.04670001193881035,0.856663703918457,12.028852462768555
52,H,field,0.0036023533903062344,0.060019608381813305,0.04818109795451164,0.645270586013794,3.9297943115234375
53,H,field,0.004849017132073641,0.06963488444790901,0.055106375366449356,0.660065770149231,9.241683006286621
54,H,field,0.003169128904119134,0.05629501668992677,0.04470248520374298,0.8661622405052185,12.251876831054688
55,H,field,0.2183879017829895,0.4673199137453801,0.44589096307754517,0.5798196792602539,46.74365997314453
56,H,field,0.006264999974519014,0.0791517528202567,0.06413112580776215,0.7697543501853943,58.63566589355469
57,H,field,0.002634625183418393,0.05132860005317107,0.04088843613862991,0.6609959602355957,2.497389078140259
58,H,field,0.0035215523093938828,0.059342668539541454,0.048263050615787506,0.832263708114624,53.95108413696289
59,H,field,0.023077605292201042,0.15191315049132856,0.14448368549346924,0.9416979551315308,10.154112815856934
60,H,field,0.013986500911414623,0.11826453784382969,0.08836137503385544,0.5875710844993591,37.53876495361328
61,H,field,0.001673353835940361,0.040906647820866,0.03253298997879028,0.9818122386932373,3.0782108306884766
62,H,field,0.0025343967135995626,0.05034279207194971,0.03831909969449043,0.9145185947418213,4.4150071144104
63,H,field,0.0035068881697952747,0.05921898487643363,0.04670412465929985,0.8115781545639038,9.976191520690918
64,H,field,0.018788497895002365,0.13707114172940402,0.10439486056566238,0.6897937059402466,21.881370544433594
65,H,field,0.033693525940179825,0.18355796343438718,0.1751592606306076,0.9349705576896667,10.043866157531738
66,H,field,0.005593746434897184,0.07479135267460527,0.05479331687092781,0.06424891948699951,3.014106512069702
67,H,field,0.00771409273147583,0.08782990795552408,0.07744713872671127,0.9790496826171875,6.50308895111084
68,H,field,0.0027795149944722652,0.05272110577816313,0.04234189912676811,0.958410382270813,10.907249450683594
69,H,field,0.009377106092870235,0.0968354588612572,0.08485417068004608,0.9189155697822571,12.570075988769531
70,H,field,0.011748590506613255,0.10839091524022322,0.09275580197572708,0.20043021440505981,8.960358619689941
71,H,field,0.004198774229735136,0.06479794927106208,0.052190981805324554,0.9542008638381958,12.304028511047363
72,H,field,0.018511055037379265,0.1360553381436365,0.11517144739627838,0.4162236452102661,24.226594924926758
73,H,field,0.012916401028633118,0.11365034548400246,0.08810202777385712,0.4664268493652344,90.4267578125
74,H,field,0.01625904068350792,0.12751094338725566,0.11424751579761505,0.9137048721313477,44.78518295288086
75,H,field,0.0034376552794128656,0.058631521210120975,0.047299254685640335,0.903042197227478,6.15744686126709
76,H,field,0.005385119002312422,0.07338337006646957,0.06443675607442856,0.9397046566009521,9.467239379882812
77,H,field,0.005693644750863314,0.07545624394881655,0.060766663402318954,0.7545168995857239,32.30744171142578
78,H,field,0.0036467346362769604,0.06038819947868093,0.047732654958963394,0.761385440826416,34.877647399902344
79,H,field,0.004978691693395376,0.07055984476595294,0.05690035969018936,0.704675555229187,11.460281372070312
80,H,field,0.01952163130044937,0.13971983145011796,0.1316811740398407,0.9355130195617676,12.821224212646484
81,H,field,0.8055721521377563,0.8975367135319626,0.7414743304252625,-0.8637045621871948,144.7659912109375
82,H,field,0.004978596698492765,0.07055917161144089,0.057545386254787445,0.7540850639343262,58.76352310180664
83,H,field,0.019501961767673492,0.13964942451608417,0.09983040392398834,0.5834581851959229,56.44105529785156
84,H,field,0.007188320625573397,0.08478396443652182,0.07026075571775436,0.9259775280952454,12.759166717529297
85,H,field,0.0604775995016098,0.24592193782094715,0.20224164426326752,-0.11916136741638184,20.370412826538086
86,H,field,0.004471009597182274,0.06686560847836706,0.05638911575078964,0.9682956337928772,4.316622257232666
87,H,field,0.0050960746593773365,0.07138679611368853,0.05893748998641968,0.6393724679946899,7.051270484924316
88,H,field,0.01836608350276947,0.13552152413092716,0.12149092555046082,0.40546882152557373,16.20111846923828
89,H,field,0.0015596740413457155,0.039492708711174974,0.030281702056527138,0.9808300733566284,3.2953076362609863
90,H,field,0.0022005464415997267,0.046909982323592135,0.038313936442136765,0.965287446975708,4.842345237731934
91,H,field,0.0022437111474573612,0.04736782819021114,0.03577322140336037,0.9277148246765137,49.6993408203125
92,H,field,0.00359105272218585,0.05992539296646998,0.046646598726511,0.9722582697868347,3.4106240272521973
93,H,field,0.0037806485779583454,0.0614869789301633,0.050920359790325165,0.9671142101287842,4.622712135314941
94,H,field,0.023826634511351585,0.15435878501514447,0.13216045498847961,0.06755459308624268,28.759788513183594
95,H,field,0.008160007186233997,0.09033275810155471,0.07355847209692001,0.44824469089508057,12.059656143188477
96,H,field,0.008053585886955261,0.08974177336644992,0.06842082738876343,0.7073975801467896,46.7687873840332
97,H,field,0.0036943722516298294,0.06078134789250588,0.047592274844646454,0.842840313911438,16.346176147460938
98,H,field,0.0033937301486730576,0.05825573060801021,0.046553049236536026,0.7740799188613892,7.6696553230285645
99,H,field,0.007922043092548847,0.0890058598775881,0.07447879016399384,0.9208489060401917,15.708045959472656
100,H,field,0.0033993893302977085,0.058304282263807246,0.04567538946866989,0.8837276101112366,62.63908767700195
101,H,field,0.01118058804422617,0.10573829979825744,0.09275666624307632,0.7229055166244507,9.410205841064453
102,H,field,0.004163479898124933,0.06452503311215681,0.05219671502709389,0.8928441405296326,5.725647926330566
103,H,field,0.020810633897781372,0.14425891271523356,0.1281219869852066,-0.31212949752807617,14.207466125488281
104,H,field,0.0068426174111664295,0.08272011491267665,0.07191618531942368,0.9710974097251892,8.669658660888672
105,H,field,0.02710561454296112,0.1646378284081794,0.13034778833389282,-1.1331539154052734,7.805236339569092
106,H,field,0.002605769084766507,0.051046734320292296,0.04042431712150574,0.7405222654342651,3.2442455291748047
107,H,field,0.022814828902482986,0.15104578412681033,0.1408972144126892,0.8849373459815979,35.86446762084961
108,H,field,0.03528282046318054,0.18783721799254946,0.15221326053142548,0.22940146923065186,67.55880737304688
109,H,field,0.0027139149606227875,0.05209524892562457,0.04261311516165733,0.9601455330848694,5.0108771324157715
110,H,field,0.003503053914755583,0.05918660249377035,0.04907648637890816,0.6388379335403442,3.7845678329467773
111,H,field,0.004154535476118326,0.06445568614263854,0.05174294486641884,0.7352712154388428,31.85463523864746
112,H,field,0.006063143722712994,0.07786619114039799,0.06228094547986984,0.5784162282943726,6.115039825439453
113,H,field,0.009380548261106014,0.0968532305145575,0.0785868689417839,0.23237693309783936,6.996955871582031
114,H,field,0.009275191463530064,0.09630779544528087,0.07656947523355484,0.10062342882156372,4.4061737060546875
115,H,field,0.011176959611475468,0.10572114079726659,0.08972739428281784,0.8734205961227417,16.41459083557129
116,H,field,0.003769929287955165,0.06139974990140566,0.04687107726931572,0.8438320159912109,36.18754959106445
117,H,field,0.6270445585250854,0.7918614515968595,0.6836603879928589,-1.0657081604003906,106.47101593017578
118,H,field,0.013186088763177395,0.11483069608418037,0.10729993879795074,0.9595781564712524,9.100944519042969
119,H,field,0.019068220630288124,0.13808772802203723,0.12856291234493256,-0.20006537437438965,10.80434799194336
120,H,field,0.0398077592253685,0.19951881922607828,0.18020306527614594,0.8702337741851807,23.707931518554688
121,H,field,0.003193402662873268,0.056510199635758394,0.04573163762688637,0.7855299115180969,7.7918596267700195
122,H,field,0.002720619784668088,0.052159560817438715,0.042001113295555115,0.8100170493125916,5.899799346923828
123,H,field,0.003756685182452202,0.06129180355032965,0.04798208922147751,0.8684481382369995,53.97263717651367
124,H,field,0.0035149785690009594,0.05928725469273273,0.04735033959150314,0.7670071125030518,28.03559684753418
125,H,field,0.006147976499050856,0.07840903327455871,0.06388131529092789,0.7860145568847656,19.90969467163086
126,H,field,0.013937726616859436,0.11805814930304234,0.09942962974309921,0.5532193183898926,18.08552360534668
127,H,field,0.01600993610918522,0.12653037623110594,0.11835481971502304,0.7277414798736572,13.921061515808105
128,H,field,0.004739665426313877,0.06884522805767933,0.05547865852713585,0.7595274448394775,31.979867935180664
129,H,field,0.007562782149761915,0.08696425788657036,0.06789597868919373,0.5600699186325073,14.427932739257812
130,H,field,0.0032027228735387325,0.05659260440674852,0.04457732290029526,0.8688831925392151,16.960525512695312
131,H,field,0.004390410613268614,0.06626017365860593,0.0529441274702549,0.7796292304992676,54.50059127807617
132,H,field,0.013799460604786873,0.11747110540378375,0.09832626581192017,-0.47252070903778076,7.195363998413086
133,H,field,0.4713905453681946,0.6865788704644169,0.5762112736701965,-0.80617356300354,69.17670440673828
134,H,field,0.005440168082714081,0.07375749509517036,0.06320717930793762,0.9399847388267517,7.852524757385254
135,H,field,0.018121587112545967,0.13461644443583395,0.12308040261268616,0.9048956632614136,42.36616897583008
136,H,field,0.03397657349705696,0.18432735417473164,0.14230509102344513,0.396223783493042,22.463680267333984
137,H,field,0.03936173394322395,0.19839791819276723,0.1304209679365158,0.4451676607131958,49.203678131103516
138,H,field,0.013245532289147377,0.11508923620020847,0.10352744162082672,-0.444566011428833,7.882462501525879
139,H,field,0.23781950771808624,0.4876674150669555,0.46097251772880554,-16.201641082763672,36.717586517333984
140,H,field,0.015776218846440315,0.12560341892814986,0.1040952056646347,0.18776005506515503,13.890987396240234
141,H,field,0.002097717020660639,0.04580084082918826,0.036184161901474,0.9798488616943359,3.768056631088257
142,H,field,0.005819108337163925,0.07628308028104218,0.06634070724248886,0.9066764116287231,7.892526149749756
143,H,field,0.01813890039920807,0.13468073507078906,0.12275931239128113,0.9326695799827576,17.62519073486328
144,H,field,0.004141948185861111,0.06435796909366477,0.05192091688513756,0.8146808743476868,28.575166702270508
145,H,field,0.004255147185176611,0.06523148921476966,0.05182338505983353,0.7104132175445557,5.9350504875183105
146,H,field,0.03331993892788887,0.18253750005927238,0.17700591683387756,0.914885938167572,12.497396469116211
147,H,field,0.00546945771202445,0.07395578214057674,0.05936489999294281,0.6311180591583252,49.88903045654297
148,H,field,0.006492369342595339,0.08057524025775746,0.06294680386781693,0.5566426515579224,7.6636762619018555
149,H,field,0.0037010186351835728,0.06083599785639727,0.04991919919848442,0.7381794452667236,6.635833740234375
150,H,field,0.004313618876039982,0.06567814610690516,0.0523960217833519,0.8023344278335571,11.278796195983887
151,H,field,0.013842997141182423,0.11765626690143803,0.1057652086019516,0.914595365524292,9.417671203613281
152,H,field,0.0027805198915302753,0.05273063522782819,0.04173174500465393,0.9685570001602173,7.499383449554443
153,H,field,0.018098879605531693,0.13453207649304938,0.10249435156583786,0.4512042999267578,46.24312210083008
154,H,field,0.0023499608505517244,0.04847639477675423,0.03834937512874603,0.8380728363990784,5.432090759277344
155,H,field,0.02157682552933693,0.14689052225837082,0.11418100446462631,-0.11710691452026367,9.214646339416504
156,H,field,0.025753475725650787,0.16047889495398074,0.15063688158988953,0.8581229448318481,19.232057571411133
157,H,field,0.006146954372525215,0.07840251509055826,0.06018766015768051,0.7160009145736694,4.437541484832764
158,H,field,0.0017758721951395273,0.04214109864656506,0.0336809977889061,0.9660364389419556,7.640262603759766
159,H,field,0.002567439340054989,0.05066990566455585,0.03916139155626297,0.9099971652030945,9.143106460571289
160,H,field,0.007344136480242014,0.08569793743283448,0.07130101323127747,0.1882060170173645,5.521860122680664
161,H,field,0.09433666616678238,0.3071427455871006,0.22363978624343872,0.3444782495498657,48.478599548339844
162,H,field,0.005048311315476894,0.07105146948147445,0.05723907798528671,0.8070310354232788,10.649982452392578
163,H,field,0.004521348513662815,0.0672409734734917,0.0543491393327713,0.7932556867599487,53.13452911376953
164,H,field,0.008967757225036621,0.0946982429881179,0.07883623987436295,0.4473685622215271,11.506706237792969
165,H,field,0.003224580083042383,0.05678538617498681,0.04470069333910942,0.879242479801178,12.490825653076172
166,H,field,0.3682204484939575,0.6068117076111481,0.5810080766677856,-9.231538772583008,44.45256042480469
167,H,field,0.014784061349928379,0.1215897255113621,0.09878407418727875,0.2626497745513916,7.486818790435791
168,H,field,0.008436697535216808,0.09185149718549399,0.0719972774386406,0.5435099601745605,19.60968589782715
169,H,field,0.0027968373615294695,0.052885133653319524,0.04193072021007538,0.9001742005348206,49.92555618286133
170,H,field,0.0036939596757292747,0.06077795386264064,0.05119867995381355,0.7183043956756592,5.373754024505615
171,H,field,0.013604218140244484,0.1166371216219111,0.09457075595855713,-0.6270637512207031,6.13947868347168
172,H,field,0.0035010352730751038,0.05916954683851401,0.04606855660676956,0.8053631782531738,68.06817626953125
173,H,field,0.01240509282797575,0.11137815238176538,0.09141909331083298,0.45988720655441284,11.38510513305664
174,H,field,0.0022250330075621605,0.04717025553844457,0.036606572568416595,0.9733786582946777,4.676272869110107
175,H,field,0.0077223205007612705,0.08787673469560228,0.07375045120716095,0.8957338929176331,22.66639518737793
176,H,field,0.0056218961253762245,0.07497930464719064,0.0598110631108284,0.7143812775611877,87.93195343017578
177,H,field,0.0033448070753365755,0.057834307079246444,0.045984793454408646,0.776071310043335,17.999168395996094
178,H,field,0.0055721113458275795,0.07464657624986949,0.06413513422012329,0.9554170966148376,7.119503021240234
179,H,field,0.008357388898730278,0.09141875572731385,0.07258518785238266,0.731656014919281,23.984411239624023
180,H,field,0.0025292520876973867,0.05029167016213904,0.03956824541091919,0.8134514093399048,4.813096523284912
181,H,field,0.013676350936293602,0.11694593167910375,0.09215348213911057,0.37121546268463135,65.63375854492188
182,H,field,0.004015443380922079,0.06336752623325356,0.05253108963370323,0.9618068337440491,4.401059627532959
183,H,field,0.006171871442347765,0.07856125916982087,0.06769587844610214,0.857148289680481,15.271951675415039
184,H,field,0.006473319139331579,0.08045693965924618,0.07181866466999054,0.9200372695922852,5.914272785186768
185,H,field,0.0021318518556654453,0.04617198128373359,0.035587042570114136,0.9135320782661438,16.32670021057129
186,H,field,0.010084960609674454,0.10042390457293748,0.08284694701433182,0.25737184286117554,7.0017499923706055
187,H,field,0.010584617033600807,0.10288156799738624,0.09346788376569748,0.7630797624588013,18.02887535095215
188,H,field,0.0038484453689306974,0.06203583939087709,0.04743020981550217,0.8376508951187134,3.838115930557251
189,H,field,0.0027106073684990406,0.05206349362556301,0.041205938905477524,0.9024580717086792,63.63199234008789
190,H,field,0.004909731447696686,0.07006947586286547,0.05509137362241745,0.8280624151229858,58.257991790771484
191,H,field,0.0036878548562526703,0.06072771077731047,0.04861965775489807,0.672798752784729,5.125848770141602
192,H,field,0.002291241893544793,0.04786691857164813,0.036410629749298096,0.9284822940826416,6.062957286834717
193,H,field,0.0020218982826918364,0.0449655232671859,0.035056035965681076,0.922092854976654,9.22741985321045
194,H,field,0.03180966153740883,0.17835263254970146,0.1680336594581604,0.41909879446029663,20.652687072753906
195,H,field,0.00416578771546483,0.0645429137509675,0.05450206622481346,0.9623343348503113,6.017723083496094
196,H,field,0.010685650631785393,0.10337142076892139,0.08317200094461441,0.5096461772918701,72.14518737792969
197,H,field,0.004156492650508881,0.06447086668029894,0.05118272081017494,0.7200867533683777,7.503488540649414
198,H,field,0.429932177066803,0.6556921358890947,0.620756208896637,0.3671529293060303,59.25763702392578
199,H,field,0.00845014676451683,0.09192467984451635,0.07614859193563461,0.9170845746994019,12.156161308288574
200,H,field,0.023330094292759895,0.15274192054822375,0.14261727035045624,-0.675113320350647,8.53332805633545
201,H,field,0.0048548816703259945,0.06967698092143484,0.05726292356848717,0.9711472392082214,4.773116588592529
202,H,field,0.00784260593354702,0.08855848877181126,0.07098054885864258,0.6345759630203247,6.610875606536865
203,H,field,0.005391465499997139,0.07342659940373883,0.058825839310884476,0.9316338300704956,10.3678617477417
204,H,field,0.0031278554815799,0.05592723380947694,0.04417392984032631,0.876986026763916,46.46441650390625
205,H,field,0.006092945579439402,0.07805732239475936,0.062421876937150955,0.6100781559944153,6.213107585906982
206,H,field,0.0035185511223971844,0.05931737622650874,0.04716741293668747,0.9594814777374268,8.284998893737793
207,H,field,0.0016510304994881153,0.04063287461512064,0.03192392736673355,0.9589512348175049,15.786297798156738
208,H,field,0.004628780297935009,0.06803514016987845,0.05375773459672928,0.7353982925415039,14.115717887878418
209,H,field,0.005048215854912996,0.07105079770778788,0.056483011692762375,0.7742044925689697,71.42567443847656
210,H,field,0.003931771498173475,0.06270383958079023,0.04857662320137024,0.8034774661064148,48.763526916503906
211,H,field,0.00552126532420516,0.07430521734175306,0.05881470814347267,0.4678038954734802,3.5701074600219727
212,H,field,0.006791647989302874,0.08241145544948757,0.07031197845935822,0.9569603800773621,33.86188507080078
213,H,field,0.001667271601036191,0.04083223727688934,0.032708171755075455,0.9823262095451355,4.265106678009033
214,H,field,0.004561730194836855,0.06754058183667694,0.056160930544137955,0.7999581098556519,15.973793029785156
215,H,field,0.046003878116607666,0.21448514661068646,0.16660387814044952,-3.3208065032958984,12.751097679138184
216,H,field,0.0032230226788669825,0.0567716714468315,0.04796743765473366,0.9565536379814148,4.702011585235596
217,H,field,0.003637127811089158,0.06030860478479964,0.04810672998428345,0.5867103934288025,3.1725804805755615
218,H,field,0.002037718892097473,0.04514109981045514,0.03538155555725098,0.96651291847229,47.84701156616211
219,H,field,0.020385799929499626,0.14277884972747057,0.10863818973302841,0.39363807439804077,50.22869873046875
220,H,field,0.004424264654517174,0.0665151460534905,0.05215194448828697,0.708783745765686,3.5492289066314697
221,H,field,0.591261088848114,0.7689350355186803,0.5385094881057739,0.23387134075164795,90.25255584716797
222,H,field,0.006501428782939911,0.0806314379317392,0.06593646109104156,0.5328701734542847,5.5250396728515625
223,H,field,0.012415871024131775,0.1114265274704896,0.08593814820051193,0.4630822539329529,73.47727966308594
224,H,field,0.018666936084628105,0.13662699617801785,0.11258625984191895,0.27663326263427734,16.92121124267578
225,H,field,0.004337526857852936,0.06585990326331292,0.05289795249700546,0.7713247537612915,29.00360870361328
226,H,field,0.013386045582592487,0.1156980794248223,0.1061021164059639,0.7653295993804932,13.514266967773438
227,H,field,0.012361148372292519,0.11118070143821057,0.09776005893945694,0.7929164171218872,41.765594482421875
228,H,field,0.10809329897165298,0.3287754537243512,0.22226445376873016,0.41470491886138916,80.61917114257812
229,H,field,0.006444225087761879,0.08027593093675015,0.06759487837553024,0.9466798901557922,4.571804523468018
230,H,field,0.002000291831791401,0.0447246222095995,0.035088397562503815,0.9676572680473328,6.578628063201904
231,H,field,0.009298519231379032,0.09642882987664546,0.08342069387435913,0.9136967658996582,12.419855117797852
232,H,field,0.0029909845907241106,0.05468989477704369,0.04343060776591301,0.8156448602676392,8.689020156860352
233,H,field,0.012615536339581013,0.1123189046402297,0.08989417552947998,0.36472517251968384,5.49419641494751
234,H,field,0.005494025070220232,0.07412169095629316,0.05801960080862045,0.6100876331329346,7.952689170837402
235,H,field,0.003139905631542206,0.05603486085948823,0.04371853545308113,0.9535313248634338,14.328451156616211
236,H,field,0.0041180928237736225,0.0641723680704836,0.051087185740470886,0.7183318138122559,16.63228988647461
237,H,field,0.0024805681314319372,0.049805302242150254,0.03943543881177902,0.9123704433441162,7.624971866607666
238,H,field,0.0025476119481027126,0.050473873916143115,0.040291041135787964,0.9075921177864075,64.0536117553711
239,H,field,0.011065221391618252,0.10519135606891972,0.08333129435777664,0.3548368215560913,13.551860809326172
240,H,field,0.00392662500962615,0.0626627880773442,0.049712710082530975,0.7804348468780518,75.60069274902344
241,H,field,0.0019247333984822035,0.04387178362549446,0.035118769854307175,0.8272432088851929,2.4755477905273438
242,H,field,0.0019347920315340161,0.043986270943716245,0.035269755870103836,0.945156991481781,19.38008689880371
243,H,field,0.003351885126903653,0.057895467239704124,0.04448825865983963,0.8550269603729248,66.31661987304688
244,H,field,0.002987614367157221,0.054659073969078736,0.04592733085155487,0.9731611013412476,5.206477642059326
245,H,field,0.017703361809253693,0.13305398080949585,0.10061243176460266,0.6125808954238892,28.90007209777832
246,H,field,0.003934960812330246,0.06272926599546855,0.05101202055811882,0.7660346031188965,68.60083770751953
247,H,field,0.009008227847516537,0.09491168446253884,0.08115047216415405,0.9140079021453857,14.040398597717285
248,H,field,0.015608330257236958,0.12493330323511405,0.11564784497022629,0.7609228491783142,11.436275482177734
249,H,field,0.003418832318857312,0.058470781753430595,0.04734927415847778,0.7243654727935791,3.441065549850464
250,H,field,0.016449378803372383,0.12825513168435945,0.10879361629486084,0.6084870100021362,74.70380401611328
251,H,field,0.0038784448988735676,0.06227716193656843,0.05173628777265549,0.6980233192443848,5.27537202835083
252,H,field,0.00814370159059763,0.09024246002075537,0.06663881242275238,0.7074121236801147,45.486446380615234
253,H,field,0.004439443815499544,0.06662915139411235,0.05298171564936638,0.6974543333053589,6.717014312744141
254,H,field,0.005808891262859106,0.0762160827047619,0.059418436139822006,0.5415259599685669,3.6455471515655518
255,H,field,0.002631554612889886,0.05129868042055162,0.040185537189245224,0.9713073372840881,3.4400954246520996
256,H,field,0.001879267510958016,0.043350519154423235,0.03527877479791641,0.9644462466239929,6.879821300506592
257,H,field,0.0022124063689261675,0.04703622400795123,0.03739975765347481,0.9666802287101746,5.934917449951172
258,H,field,0.012660326436161995,0.1125181160354278,0.09278607368469238,0.17637377977371216,7.444255828857422
259,H,field,0.002550338627770543,0.050500877495054906,0.03885938972234726,0.9507586359977722,33.18069839477539
260,H,field,0.0019970545545220375,0.04468841633490761,0.03600003197789192,0.9352506399154663,51.28760528564453
261,H,field,0.004277075175195932,0.0653993514891083,0.05468488112092018,0.49096155166625977,3.7238755226135254
262,H,field,0.0015710125444456935,0.03963600061113247,0.03145723417401314,0.9723293781280518,5.812752723693848
263,H,field,0.002907366259023547,0.053919998692725755,0.04387612268328667,0.9037600755691528,58.327857971191406
264,H,field,0.006003784015774727,0.07748408879102035,0.06771562993526459,0.9459367990493774,6.624220371246338
265,H,field,0.0034587429836392403,0.0588110787491544,0.046954065561294556,0.7802808880805969,42.70627975463867
266,H,field,0.08065557479858398,0.2839992514049711,0.1957758665084839,0.4628966450691223,34.174232482910156
267,H,field,0.0023850116413086653,0.04883658097480479,0.03918863460421562,0.9712299704551697,6.145680904388428
268,H,field,0.015515085309743881,0.12455956530810422,0.09361802041530609,0.5488291382789612,32.053401947021484
269,H,field,0.0030356196220964193,0.0550964574369026,0.04354523494839668,0.9682566523551941,11.485407829284668
270,H,field,0.003896127687767148,0.062418968973919686,0.048032909631729126,0.8872047066688538,5.376609802246094
271,H,field,0.0053088972344994545,0.0728621797265183,0.05823361873626709,0.8961141705513,40.22420883178711
272,H,field,0.0030105297919362783,0.05486829496108184,0.04406284540891647,0.7038403153419495,2.807051658630371
273,H,field,0.0026480634696781635,0.051459338022152634,0.04029650613665581,0.8906240463256836,43.185813903808594
274,H,field,0.00537942536175251,0.07334456600016466,0.058911073952913284,0.9131820201873779,16.035499572753906
275,H,field,0.005162264220416546,0.07184889853307805,0.058902185410261154,0.8936501741409302,74.89966583251953
276,H,field,0.006608940660953522,0.08129539138815632,0.06666099280118942,0.8090647459030151,11.091700553894043
